population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,1,Deaths,86,Italy,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2005,364.43161403677806,393.98651027967577,310.49256408344263
1,All Population,1,Deaths,46,Croatia,3,Both,22,All ages,410,Neoplasms,3,Rate,2000,275.81580312229244,282.75228250285926,266.15235279345956
1,All Population,1,Deaths,58,Estonia,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2000,8.40914363295948,9.229853774725633,7.6309409295726
1,All Population,1,Deaths,69,Singapore,3,Both,22,All ages,297,Tuberculosis,3,Rate,2005,1.9942791754423106,2.2062490493893026,1.7758631080599137
1,All Population,1,Deaths,69,Singapore,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2005,0.8767604746721955,1.005633260954514,0.7606747305695474
1,All Population,1,Deaths,98,Chile,3,Both,22,All ages,410,Neoplasms,3,Rate,2000,133.8190929372803,137.44988578328312,127.99541163934391
1,All Population,1,Deaths,46,Croatia,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2000,20.33328445705303,21.608436216024682,18.932713411078492
1,All Population,1,Deaths,80,France,3,Both,22,All ages,410,Neoplasms,3,Rate,2000,281.04227582945805,290.5238218780734,263.68616929479475
1,All Population,1,Deaths,86,Italy,3,Both,22,All ages,1029,Total cancers,3,Rate,2005,296.7167525550282,312.46361832245464,270.78283201234257
1,All Population,1,Deaths,98,Chile,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2000,13.729143559494752,14.387507629244684,12.788560021506239
1,All Population,1,Deaths,25,Micronesia (Federated States of),3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2005,87.53847539833895,110.9025401626483,66.79381394121114
1,All Population,1,Deaths,171,Democratic Republic of the Congo,3,Both,22,All ages,1029,Total cancers,3,Rate,2000,47.915995396679484,60.35952175373777,33.97566084128188
1,All Population,1,Deaths,172,Equatorial Guinea,3,Both,22,All ages,297,Tuberculosis,3,Rate,2000,56.88893133195306,83.24107470515742,29.0628442950249
1,All Population,1,Deaths,172,Equatorial Guinea,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2000,106.5143272299296,142.83562819012533,71.88896321106945
1,All Population,1,Deaths,123,Peru,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2000,56.57241154478714,63.214156506261546,49.5966423722205
1,All Population,1,Deaths,210,Liberia,3,Both,22,All ages,345,Malaria,3,Rate,2000,235.1802593730167,376.9254992045204,130.03751095740566
1,All Population,1,Deaths,87,Luxembourg,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2005,289.73695680440204,304.5996934933044,269.26712711587766
1,All Population,1,Deaths,374,Niue,3,Both,22,All ages,345,Malaria,3,Rate,2000,0.0,0.0,0.0
1,All Population,1,Deaths,59,Latvia,3,Both,22,All ages,345,Malaria,3,Rate,2000,0.0,0.0,0.0
1,All Population,1,Deaths,298,American Samoa,3,Both,22,All ages,345,Malaria,3,Rate,2000,0.0,0.0,0.0
1,All Population,1,Deaths,30,Vanuatu,3,Both,22,All ages,410,Neoplasms,3,Rate,2005,33.92593050786798,39.2242346400197,29.06514083633884
1,All Population,1,Deaths,207,Ghana,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2000,68.17382987122198,81.5028840839639,56.109284960790056
1,All Population,1,Deaths,78,Denmark,3,Both,22,All ages,410,Neoplasms,3,Rate,2000,322.9598401328839,332.7371882186701,304.8946430037886
1,All Population,1,Deaths,69,Singapore,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2005,122.68270211445584,127.76959153024312,114.25337401602147
1,All Population,1,Deaths,105,Antigua and Barbuda,3,Both,22,All ages,410,Neoplasms,3,Rate,2000,117.18307388670854,125.00035125904787,109.57494929205883
1,All Population,1,Deaths,164,Nepal,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2000,71.98476376001268,88.9117873220263,58.23635205083565
1,All Population,1,Deaths,146,Lebanon,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2000,39.383541787069035,54.20273190388865,28.8921982181966
1,All Population,1,Deaths,146,Lebanon,3,Both,22,All ages,345,Malaria,3,Rate,2000,0.0,0.0,0.0
1,All Population,1,Deaths,28,Solomon Islands,3,Both,22,All ages,410,Neoplasms,3,Rate,2000,61.28953137474515,73.28092908926037,51.01654572828766
1,All Population,1,Deaths,28,Solomon Islands,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2000,56.788965599425794,73.97148902811001,42.61335827858186
1,All Population,1,Deaths,172,Equatorial Guinea,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2000,96.34763760538391,129.23966512464128,71.16422782146955
1,All Population,1,Deaths,172,Equatorial Guinea,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2000,121.78200593174634,147.56569581710207,95.5868016658001
1,All Population,1,Deaths,60,Lithuania,3,Both,22,All ages,410,Neoplasms,3,Rate,2000,223.7717608325059,229.62807940575996,215.64077158546647
1,All Population,1,Deaths,30,Vanuatu,3,Both,22,All ages,1029,Total cancers,3,Rate,2000,35.57215474688188,42.04168921106009,30.47858252727087
1,All Population,1,Deaths,47,Czechia,3,Both,22,All ages,297,Tuberculosis,3,Rate,2000,1.206595059611772,1.3472372052151662,1.0749844346360122
1,All Population,1,Deaths,47,Czechia,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2000,0.1424896434769673,0.16907431534072312,0.12127421070730969
1,All Population,1,Deaths,47,Czechia,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2000,24.56476014698447,26.089245008036027,22.892222580151973
1,All Population,1,Deaths,30,Vanuatu,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2005,31.658819765613824,41.85588987533578,22.104042156254476
1,All Population,1,Deaths,155,Türkiye,3,Both,22,All ages,1029,Total cancers,3,Rate,2000,91.08545802946192,100.47552712468776,81.85277282470777
1,All Population,1,Deaths,93,Sweden,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2000,20.09059289563864,21.37025076617659,18.242681688935974
1,All Population,1,Deaths,123,Peru,3,Both,22,All ages,410,Neoplasms,3,Rate,2000,73.45792941290982,77.60842763913203,67.45864679575631
1,All Population,1,Deaths,207,Ghana,3,Both,22,All ages,345,Malaria,3,Rate,2000,126.10689600079748,195.50271545673033,70.22954783264261
1,All Population,1,Deaths,105,Antigua and Barbuda,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2000,52.52387941590243,58.720564854101205,47.389880478325416
1,All Population,1,Deaths,156,United Arab Emirates,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2000,50.40801232568461,71.63716639457853,27.511045082570188
1,All Population,1,Deaths,55,Slovenia,3,Both,22,All ages,1029,Total cancers,3,Rate,2000,259.923725492666,267.84294436446135,250.51182687052471
1,All Population,1,Deaths,99,Uruguay,3,Both,22,All ages,410,Neoplasms,3,Rate,2000,267.56622286924954,276.75543000903383,256.748043243023
1,All Population,1,Deaths,99,Uruguay,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2000,22.73517994297962,24.033982274909068,21.116320756224216
1,All Population,1,Deaths,63,Ukraine,3,Both,22,All ages,410,Neoplasms,3,Rate,2000,198.33205652054227,205.54289489786714,190.71519908046014
1,All Population,1,Deaths,164,Nepal,3,Both,22,All ages,345,Malaria,3,Rate,2000,0.21382899281918252,0.362383770154205,0.1180114533892818
1,All Population,1,Deaths,181,Madagascar,3,Both,22,All ages,345,Malaria,3,Rate,2000,40.70980580396021,68.62566044135062,24.723289087250105
1,All Population,1,Deaths,63,Ukraine,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2000,5.932921700238806,6.177398580411865,5.65267596220084
1,All Population,1,Deaths,60,Lithuania,3,Both,22,All ages,410,Neoplasms,3,Rate,2005,252.97820832311456,260.35494571277155,245.14228543731713
1,All Population,1,Deaths,24,Marshall Islands,3,Both,22,All ages,345,Malaria,3,Rate,2000,0.0,0.0,0.0
1,All Population,1,Deaths,89,Netherlands,3,Both,22,All ages,410,Neoplasms,3,Rate,2005,279.92672348052884,289.8882929197387,261.897049996185
1,All Population,1,Deaths,74,Andorra,3,Both,22,All ages,410,Neoplasms,3,Rate,2000,215.95176472164235,239.52718765271703,188.3254219229447
1,All Population,1,Deaths,47,Czechia,3,Both,22,All ages,345,Malaria,3,Rate,2000,0.0,0.0,0.0
1,All Population,1,Deaths,189,United Republic of Tanzania,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2000,112.5373533070566,130.9758388337031,93.63623160325317
1,All Population,1,Deaths,189,United Republic of Tanzania,3,Both,22,All ages,345,Malaria,3,Rate,2000,110.06179062499251,190.86867118883242,49.44820183256513
1,All Population,1,Deaths,218,Togo,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2005,9.529675914852604,13.274143884671599,6.429967408921243
1,All Population,1,Deaths,123,Peru,3,Both,22,All ages,1029,Total cancers,3,Rate,2000,73.03912887057265,77.2504261150757,67.06610062325198
1,All Population,1,Deaths,123,Peru,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2000,8.972498253265387,10.496173631139081,7.494657264471539
1,All Population,1,Deaths,26,Papua New Guinea,3,Both,22,All ages,410,Neoplasms,3,Rate,2005,45.90336794228514,53.088676347331834,39.29595828730249
1,All Population,1,Deaths,26,Papua New Guinea,3,Both,22,All ages,345,Malaria,3,Rate,2000,32.386500034478715,61.56086111796179,14.080286598561887
1,All Population,1,Deaths,141,Egypt,3,Both,22,All ages,1029,Total cancers,3,Rate,2000,44.915674784140855,51.324735364740896,39.08878337795205
1,All Population,1,Deaths,94,Switzerland,3,Both,22,All ages,345,Malaria,3,Rate,2000,0.0,0.0,0.0
1,All Population,1,Deaths,94,Switzerland,3,Both,22,All ages,410,Neoplasms,3,Rate,2000,236.6435132343539,246.72755685202185,219.74600858735587
1,All Population,1,Deaths,94,Switzerland,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2000,21.671399787628,23.260641419628797,19.29087677896497
1,All Population,1,Deaths,177,Djibouti,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2000,65.59852242549363,86.06740196680775,49.60120496078996
1,All Population,1,Deaths,172,Equatorial Guinea,3,Both,22,All ages,1029,Total cancers,3,Rate,2000,46.998263279318984,54.991967452813014,39.904128047954885
1,All Population,1,Deaths,173,Gabon,3,Both,22,All ages,297,Tuberculosis,3,Rate,2000,41.05011493450938,61.782527358077104,19.473520833963835
1,All Population,1,Deaths,173,Gabon,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2000,181.10539410242174,229.94082138376592,127.99801335795652
1,All Population,1,Deaths,98,Chile,3,Both,22,All ages,297,Tuberculosis,3,Rate,2005,3.923646403917578,4.183333528448525,3.712903970196653
1,All Population,1,Deaths,98,Chile,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2005,2.708333339988472,2.924982030988121,2.483591933296181
1,All Population,1,Deaths,98,Chile,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2005,22.46883086952426,23.773014937685797,20.202112818731067
1,All Population,1,Deaths,11,Indonesia,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2005,21.84548181353316,27.843290281180675,17.03185137084798
1,All Population,1,Deaths,177,Djibouti,3,Both,22,All ages,345,Malaria,3,Rate,2000,2.65244276385463,5.442261715082119,1.083215109587669
1,All Population,1,Deaths,40,Turkmenistan,3,Both,22,All ages,410,Neoplasms,3,Rate,2000,51.51682395358206,53.7497014658002,49.467581119320414
1,All Population,1,Deaths,26,Papua New Guinea,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2005,33.71733098133534,43.21537606116325,24.911287758845685
1,All Population,1,Deaths,27,Samoa,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2000,0.7590859065548231,1.2903205164556526,0.39834070463956284
1,All Population,1,Deaths,27,Samoa,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2000,43.0943323017728,54.49335304409674,34.21673099759154
1,All Population,1,Deaths,173,Gabon,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2000,114.54466809532732,141.37755973587005,87.21950003597705
1,All Population,1,Deaths,11,Indonesia,3,Both,22,All ages,345,Malaria,3,Rate,2005,1.3000358137517647,3.1016048359517905,0.2721623249252759
1,All Population,1,Deaths,140,Bahrain,3,Both,22,All ages,410,Neoplasms,3,Rate,2000,48.38575509148599,52.62724183644435,44.3977447055886
1,All Population,1,Deaths,157,Yemen,3,Both,22,All ages,410,Neoplasms,3,Rate,2000,31.629688858376998,37.89007631691776,25.755608130533062
1,All Population,1,Deaths,47,Czechia,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2000,12.94479481214406,13.737074083050947,12.161544099956233
1,All Population,1,Deaths,102,United States of America,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2000,24.60279118802404,27.54751676817061,21.05221126890586
1,All Population,1,Deaths,102,United States of America,3,Both,22,All ages,345,Malaria,3,Rate,2000,0.0,0.0,0.0
1,All Population,1,Deaths,69,Singapore,3,Both,22,All ages,1029,Total cancers,3,Rate,2005,108.39037030450893,111.57439920710776,103.78899843865594
1,All Population,1,Deaths,143,Iraq,3,Both,22,All ages,410,Neoplasms,3,Rate,2005,51.23625530964577,59.08882796085568,45.50245725417205
1,All Population,1,Deaths,143,Iraq,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2005,19.39382955865346,25.01798023649442,14.638002414732894
1,All Population,1,Deaths,211,Mali,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2000,98.30090374854825,134.176381654975,65.33640826539737
1,All Population,1,Deaths,211,Mali,3,Both,22,All ages,345,Malaria,3,Rate,2000,193.03321098793597,329.26517085556173,105.316844808811
1,All Population,1,Deaths,376,Northern Mariana Islands,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2000,15.376737312755422,18.711611922551004,12.216384692355662
1,All Population,1,Deaths,25,Micronesia (Federated States of),3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2005,244.48825763837854,277.79771992798845,215.20399393099746
1,All Population,1,Deaths,93,Sweden,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2005,30.577122196808837,33.07138233976762,26.263197646118908
1,All Population,1,Deaths,98,Chile,3,Both,22,All ages,345,Malaria,3,Rate,2005,0.0,0.0,0.0
1,All Population,1,Deaths,81,Germany,3,Both,22,All ages,410,Neoplasms,3,Rate,2000,283.210524553649,293.72183451970324,264.51805836937433
1,All Population,1,Deaths,109,Cuba,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2005,13.443699106892499,14.220690991548018,12.563275238019601
1,All Population,1,Deaths,60,Lithuania,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2000,12.02601702756824,12.863649275720082,11.055245684765522
1,All Population,1,Deaths,60,Lithuania,3,Both,22,All ages,345,Malaria,3,Rate,2000,0.0,0.0,0.0
1,All Population,1,Deaths,74,Andorra,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2000,7.068236166543939,9.448548655740018,4.617640717766343
1,All Population,1,Deaths,27,Samoa,3,Both,22,All ages,345,Malaria,3,Rate,2000,0.0,0.0,0.0
1,All Population,1,Deaths,79,Finland,3,Both,22,All ages,410,Neoplasms,3,Rate,2000,214.91355222347678,222.79219079833481,200.97138713328226
1,All Population,1,Deaths,142,Iran (Islamic Republic of),3,Both,22,All ages,297,Tuberculosis,3,Rate,2000,1.5684000103045554,2.078777208849361,1.1409237830587455
1,All Population,1,Deaths,142,Iran (Islamic Republic of),3,Both,22,All ages,298,HIV/AIDS,3,Rate,2000,0.18903193404520394,0.228112436650778,0.16477882434996438
1,All Population,1,Deaths,147,Libya,3,Both,22,All ages,297,Tuberculosis,3,Rate,2000,1.9732697202840026,4.0306157810924885,0.8116726855039085
1,All Population,1,Deaths,147,Libya,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2000,0.5723450971546393,1.0054883080380552,0.3658313010901288
1,All Population,1,Deaths,147,Libya,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2000,12.13503645782869,15.883466972894789,9.425563522700886
1,All Population,1,Deaths,48,Hungary,3,Both,22,All ages,345,Malaria,3,Rate,2000,0.0,0.0,0.0
1,All Population,1,Deaths,43,Albania,3,Both,22,All ages,297,Tuberculosis,3,Rate,2000,2.4985494259802445,3.084024275995415,1.9913703321376819
1,All Population,1,Deaths,43,Albania,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2000,0.11140446599840284,0.1404259066257811,0.08613447757248176
1,All Population,1,Deaths,93,Sweden,3,Both,22,All ages,345,Malaria,3,Rate,2005,0.0,0.0,0.0
1,All Population,1,Deaths,200,Benin,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2005,11.175881077825135,15.226920421070666,7.725961465862407
1,All Population,1,Deaths,43,Albania,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2000,28.5874338587909,32.19485238897078,25.031203742084603
1,All Population,1,Deaths,78,Denmark,3,Both,22,All ages,410,Neoplasms,3,Rate,2005,317.8501142594638,328.6977769897058,297.11343129587607
1,All Population,1,Deaths,25,Micronesia (Federated States of),3,Both,22,All ages,297,Tuberculosis,3,Rate,2000,10.026513551088769,14.027833303725313,6.654028315554026
1,All Population,1,Deaths,25,Micronesia (Federated States of),3,Both,22,All ages,298,HIV/AIDS,3,Rate,2000,0.7452432942547268,1.3368075303658937,0.3708085564532591
1,All Population,1,Deaths,25,Micronesia (Federated States of),3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2000,20.253621582656113,25.170216836649086,15.192411771683
1,All Population,1,Deaths,125,Colombia,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2000,118.2898252252567,122.18862934931084,111.93664814894338
1,All Population,1,Deaths,97,Argentina,3,Both,22,All ages,410,Neoplasms,3,Rate,2000,183.9992257909089,189.1341173257061,176.72695548300533
1,All Population,1,Deaths,376,Northern Mariana Islands,3,Both,22,All ages,345,Malaria,3,Rate,2000,0.0,0.0,0.0
1,All Population,1,Deaths,193,Botswana,3,Both,22,All ages,410,Neoplasms,3,Rate,2000,55.06659959150236,63.093814023274156,47.74538684720711
1,All Population,1,Deaths,178,Eritrea,3,Both,22,All ages,297,Tuberculosis,3,Rate,2000,90.29655168502359,125.5160381549266,55.57481649776687
1,All Population,1,Deaths,178,Eritrea,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2000,93.68688876640418,121.45303151188848,69.21577594791233
1,All Population,1,Deaths,178,Eritrea,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2000,99.30641247067183,128.20098459292723,74.9564812668142
1,All Population,1,Deaths,48,Hungary,3,Both,22,All ages,297,Tuberculosis,3,Rate,2000,3.578896338761115,3.8005220362348235,3.378256435097945
1,All Population,1,Deaths,48,Hungary,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2000,1.8304964024276384,2.0338550511357623,1.6437666072699133
1,All Population,1,Deaths,48,Hungary,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2000,10.593494064502988,11.116403518137345,9.93149513954329
1,All Population,1,Deaths,28,Solomon Islands,3,Both,22,All ages,297,Tuberculosis,3,Rate,2000,18.62946736134561,27.515487590610718,12.588769676741935
1,All Population,1,Deaths,28,Solomon Islands,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2000,0.7045912958178195,1.2562682264812077,0.3875699770590163
1,All Population,1,Deaths,28,Solomon Islands,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2000,77.48862892636146,105.60168142496204,57.084857573618876
1,All Population,1,Deaths,107,Barbados,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2000,285.4535372177917,298.8224539442828,265.99756623917915
1,All Population,1,Deaths,212,Mauritania,3,Both,22,All ages,297,Tuberculosis,3,Rate,2000,24.60494336979921,34.92403260987692,16.139061013195754
1,All Population,1,Deaths,142,Iran (Islamic Republic of),3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2000,183.0492661220168,200.84877504406984,161.9568438226614
1,All Population,1,Deaths,97,Argentina,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2000,27.38952914095184,28.791173108135638,25.672746039280817
1,All Population,1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All ages,297,Tuberculosis,3,Rate,2005,47.47041206145349,72.57758708277684,25.39159347373081
1,All Population,1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2005,3.2990826075609436,5.5773549232400415,1.7996360297518028
1,All Population,1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2005,140.5792197868356,177.1109246930423,106.8467476439978
1,All Population,1,Deaths,25,Micronesia (Federated States of),3,Both,22,All ages,345,Malaria,3,Rate,2000,0.0,0.0,0.0
1,All Population,1,Deaths,48,Hungary,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2000,653.7417582376429,671.2694783646317,622.8261339547967
1,All Population,1,Deaths,80,France,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2000,34.27590564943745,37.44873577802654,29.536503431074433
1,All Population,1,Deaths,80,France,3,Both,22,All ages,345,Malaria,3,Rate,2000,0.011456755906898505,0.021052337805732332,0.004546306954083691
1,All Population,1,Deaths,28,Solomon Islands,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2000,216.95993351261274,254.99372055991032,179.2121578865504
1,All Population,1,Deaths,98,Chile,3,Both,22,All ages,1029,Total cancers,3,Rate,2005,138.40852357194893,142.5673037907108,132.13217405611866
1,All Population,1,Deaths,106,Bahamas,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2000,35.03992224027477,38.85998369446774,31.337464049897275
1,All Population,1,Deaths,193,Botswana,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2000,29.977295297495136,41.80195674924574,19.913373221446246
1,All Population,1,Deaths,178,Eritrea,3,Both,22,All ages,1029,Total cancers,3,Rate,2000,53.07413760656439,60.9605328781588,46.65926065850734
1,All Population,1,Deaths,95,United Kingdom,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2000,11.246381232240026,12.463448107592743,10.091538499066866
1,All Population,1,Deaths,179,Ethiopia,3,Both,22,All ages,297,Tuberculosis,3,Rate,2000,102.07807652845052,138.64880707856773,65.27303750179716
1,All Population,1,Deaths,179,Ethiopia,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2000,100.09055395004312,127.73946221199422,76.15994187357208
1,All Population,1,Deaths,179,Ethiopia,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2000,105.38472834687884,136.3946679576269,77.90447585196725
1,All Population,1,Deaths,41,Uzbekistan,3,Both,22,All ages,410,Neoplasms,3,Rate,2000,49.30392415940312,51.6094323976104,47.211118306387945
1,All Population,1,Deaths,99,Uruguay,3,Both,22,All ages,297,Tuberculosis,3,Rate,2005,2.0782131733370752,2.3678983464822116,1.8470256659390156
1,All Population,1,Deaths,99,Uruguay,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2005,5.192897259448562,5.604945762890363,4.7667253242422145
1,All Population,1,Deaths,99,Uruguay,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2005,41.5573180766482,44.56630040584576,37.170729447999534
1,All Population,1,Deaths,28,Solomon Islands,3,Both,22,All ages,1029,Total cancers,3,Rate,2000,61.13119685632779,73.08157478031175,50.884673296100374
1,All Population,1,Deaths,29,Tonga,3,Both,22,All ages,297,Tuberculosis,3,Rate,2000,7.67070450040344,13.682272428316796,4.25056245661603
1,All Population,1,Deaths,29,Tonga,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2000,0.4808265462878086,0.6268972662273974,0.3780646899799058
1,All Population,1,Deaths,61,Republic of Moldova,3,Both,22,All ages,297,Tuberculosis,3,Rate,2000,11.115509333915934,12.38605109037475,10.158721527745795
1,All Population,1,Deaths,61,Republic of Moldova,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2000,3.7648366896032566,4.2593900177005155,3.3256842841654572
1,All Population,1,Deaths,61,Republic of Moldova,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2000,24.292319155511823,26.010408510540866,22.692602736239476
1,All Population,1,Deaths,27,Samoa,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2005,54.47183519900272,70.4678181071363,38.33272114328018
1,All Population,1,Deaths,75,Austria,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2000,18.36105517797787,19.40765469359401,16.82080869805794
1,All Population,1,Deaths,179,Ethiopia,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2000,63.57099149239462,82.40037508312521,46.80356997869009
1,All Population,1,Deaths,29,Tonga,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2000,197.36632680176604,225.72219642715118,170.57692966077505
1,All Population,1,Deaths,141,Egypt,3,Both,22,All ages,410,Neoplasms,3,Rate,2000,45.02754060118054,51.451594942528565,39.18586281238971
1,All Population,1,Deaths,61,Republic of Moldova,3,Both,22,All ages,410,Neoplasms,3,Rate,2005,140.57787262986557,145.39461673762287,135.96263682248002
1,All Population,1,Deaths,126,Costa Rica,3,Both,22,All ages,410,Neoplasms,3,Rate,2000,86.4001137024156,89.76792773507404,81.92329516915201
1,All Population,1,Deaths,380,Palau,3,Both,22,All ages,297,Tuberculosis,3,Rate,2000,7.480059791667058,10.421802843899615,5.135106842669116
1,All Population,1,Deaths,380,Palau,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2000,0.9896003956513207,1.7126176825368078,0.482602732746856
1,All Population,1,Deaths,380,Palau,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2000,21.385532184252686,29.893381599933512,15.67155159964619
1,All Population,1,Deaths,41,Uzbekistan,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2000,10.655807037878235,11.368226314075379,9.950224793172149
1,All Population,1,Deaths,99,Uruguay,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2005,315.0093213577965,330.4150923975833,294.00389120771223
1,All Population,1,Deaths,79,Finland,3,Both,22,All ages,410,Neoplasms,3,Rate,2005,221.4589615491621,230.3541600885591,205.408848781318
1,All Population,1,Deaths,212,Mauritania,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2000,27.18145585970999,53.32035055640158,3.5802091245744636
1,All Population,1,Deaths,212,Mauritania,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2000,89.8319813590411,113.69855546192773,67.61175004059021
1,All Population,1,Deaths,212,Mauritania,3,Both,22,All ages,345,Malaria,3,Rate,2000,34.71991939302852,82.17864041189594,9.454041940048638
1,All Population,1,Deaths,193,Botswana,3,Both,22,All ages,345,Malaria,3,Rate,2000,1.546838364612281,2.8512036929661027,0.7111430008865383
1,All Population,1,Deaths,25,Micronesia (Federated States of),3,Both,22,All ages,1029,Total cancers,3,Rate,2000,77.76937450606316,90.74131408912137,68.56278513541591
1,All Population,1,Deaths,95,United Kingdom,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2000,89.89642260256764,99.42794479950877,78.8321706550087
1,All Population,1,Deaths,95,United Kingdom,3,Both,22,All ages,345,Malaria,3,Rate,2000,0.0,0.0,0.0
1,All Population,1,Deaths,81,Germany,3,Both,22,All ages,297,Tuberculosis,3,Rate,2000,1.0579258662476863,1.1597681664674344,0.9715379546640079
1,All Population,1,Deaths,81,Germany,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2000,0.9069622951221438,0.9827300158291654,0.8285975399682811
1,All Population,1,Deaths,29,Tonga,3,Both,22,All ages,1029,Total cancers,3,Rate,2000,86.15838653663987,99.16192331242115,73.87930047281804
1,All Population,1,Deaths,141,Egypt,3,Both,22,All ages,587,Diabetes mellitus,3,Rate,2000,14.758492789477643,21.82800833419963,10.192257469895551
1,All Population,1,Deaths,380,Palau,3,Both,22,All ages,345,Malaria,3,Rate,2000,0.0,0.0,0.0
